date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
2021-09-15,Eastern,Kitui,Kitui town (Kitui),-1.35657,38.00825,cereals and tubers,Millet (finger),90 KG,actual,Wholesale,KES,9300,84.6224
2021-09-15,Eastern,Kitui,Kitui town (Kitui),-1.35657,38.00825,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,800,7.2793
2021-09-15,Eastern,Kitui,Kitui town (Kitui),-1.35657,38.00825,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,884,8.0437
2021-09-15,Eastern,Kitui,Kitui town (Kitui),-1.35657,38.00825,cereals and tubers,Sorghum (red),90 KG,actual,Wholesale,KES,5025,45.7234
2021-09-15,Eastern,Kitui,Kitui town (Kitui),-1.35657,38.00825,pulses and nuts,Beans (kidney),90 KG,actual,Wholesale,KES,6498,59.1265
2021-09-15,Eastern,Kitui,Kitui town (Kitui),-1.35657,38.00825,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1250,11.374
2021-09-15,Eastern,Kitui,Kitui town (Kitui),-1.35657,38.00825,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,789,7.1793
2021-09-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,cereals and tubers,Millet (finger),90 KG,actual,Wholesale,KES,7200,65.5141
2021-09-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,1438,13.0846
2021-09-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1438,13.0846
2021-09-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,8156,74.2129
2021-09-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Beans (kidney),90 KG,actual,Wholesale,KES,6750,61.4195
2021-09-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6750,61.4195
2021-09-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,8325,75.7507
2021-09-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,6300,57.3248
2021-09-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,3071,27.9436
2021-09-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,731,6.6515
2021-09-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,cereals and tubers,Millet (finger),90 KG,actual,Wholesale,KES,5625,51.1829
2021-09-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,cereals and tubers,Sorghum (red),90 KG,actual,Wholesale,KES,5400,49.1356
2021-09-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,5100,46.4058
2021-09-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,pulses and nuts,Beans (kidney),90 KG,actual,Wholesale,KES,6750,61.4195
2021-09-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6000,54.5951
2021-09-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,7440,67.6979
2021-09-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,6075,55.2775
2021-09-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,3150,28.6624
2021-09-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1469,13.3667
2021-09-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2480,22.566
2021-09-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3600,32.7571
2021-09-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,8500,77.343
2021-09-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,9000,81.8926
2021-09-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (kidney),90 KG,actual,Wholesale,KES,9450,85.9873
2021-09-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,9900,90.0819
2021-09-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,10125,92.1292
2021-09-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,1682,15.3048
2021-09-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,665,6.051
2021-09-15,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,cereals and tubers,Millet (finger),90 KG,actual,Wholesale,KES,8100,73.7034
2021-09-15,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,6500,59.1447
2021-09-15,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,cereals and tubers,Sorghum (red),90 KG,actual,Wholesale,KES,4500,40.9463
2021-09-15,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,8213,74.7316
2021-09-15,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,pulses and nuts,Beans (kidney),90 KG,actual,Wholesale,KES,7200,65.5141
2021-09-15,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,8438,76.7789
2021-09-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,KG,actual,Wholesale,KES,60.05,0.5464
2021-09-15,Nairobi,Nairobi,Wakulima (Nairobi),-1.28745,36.83173,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,1750,15.9236
2021-09-15,Nairobi,Nairobi,Wakulima (Nairobi),-1.28745,36.83173,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1275,11.6015
2021-09-15,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1413,12.8571
2021-09-15,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,5500,50.0455
2021-09-15,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,Sorghum (red),90 KG,actual,Wholesale,KES,6750,61.4195
2021-09-15,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,6795,61.8289
2021-09-15,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,11970,108.9172
2021-09-15,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,cereals and tubers,Millet (finger),90 KG,actual,Wholesale,KES,7200,65.5141
2021-09-15,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,3500,31.8471
2021-09-15,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,5000,45.4959
2021-09-15,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,cereals and tubers,Sorghum (red),90 KG,actual,Wholesale,KES,4500,40.9463
2021-09-15,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,8100,73.7034
2021-09-15,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Beans (kidney),90 KG,actual,Wholesale,KES,8100,73.7034
2021-09-15,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,8100,73.7034
2021-09-15,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,10800,98.2712
2021-09-15,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,4410,40.1274
2021-09-15,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,650,5.9145
2021-09-15,Rift Valley,Nakuru,Nakuru,-0.28296,36.0744,cereals and tubers,Maize,KG,actual,Wholesale,KES,29.88,0.2719
2021-09-15,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,Millet (finger),90 KG,actual,Wholesale,KES,10088,91.7925
2021-09-15,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,5600,50.9554
2021-09-15,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,Sorghum (red),90 KG,actual,Wholesale,KES,4525,41.1738
2021-09-15,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,4500,40.9463
2021-09-15,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,5725,52.0928
2021-09-15,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,pulses and nuts,Beans (mung),90 KG,actual,Wholesale,KES,10899,99.172
2021-09-15,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,7155,65.1046
2021-09-15,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,8100,73.7034
2021-09-15,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,527,4.7953
2021-09-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,KG,actual,Wholesale,KES,28.9,0.263
2021-09-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,12375,112.6024
2021-09-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,10125,92.1292
2021-09-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,10350,94.1765
2021-09-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,5040,45.8599
2021-09-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,693,6.3057
2021-09-15,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,cereals and tubers,Millet (finger),90 KG,actual,Wholesale,KES,8100,73.7034
2021-09-15,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2000,18.1984
2021-09-15,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,7200,65.5141
2021-09-15,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,11340,103.1847
2021-09-15,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,3528,32.1019
2021-09-15,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1833,16.6788
2021-09-15,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,cereals and tubers,Millet (finger),90 KG,actual,Wholesale,KES,8267,75.2229
2021-09-15,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,788,7.1702
2021-09-15,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,5000,45.4959
2021-09-15,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6498,59.1265
2021-09-15,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,15000,136.4877
2021-09-15,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,12600,114.6497
2021-09-15,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,700,6.3694
2021-09-15,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,4580,41.6742
2021-10-15,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,1487,13.4206
2021-10-15,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,667,6.0199
2021-10-15,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,693,6.2545
2021-10-15,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3328,30.0361
2021-10-15,Coast,Mombasa,Kongowea (Mombasa),-4.05723,39.6626,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1340,12.0939
2021-10-15,Coast,Mombasa,Kongowea (Mombasa),-4.05723,39.6626,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,7002,63.1949
2021-10-15,Coast,Mombasa,Kongowea (Mombasa),-4.05723,39.6626,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,2581,23.2942
2021-10-15,Coast,Mombasa,Kongowea (Mombasa),-4.05723,39.6626,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1379,12.4458
2021-10-15,Coast,Mombasa,Kongowea (Mombasa),-4.05723,39.6626,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,744,6.7148
2021-10-15,Coast,Mombasa,Kongowea (Mombasa),-4.05723,39.6626,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,4006,36.1552
2021-10-15,Coast,Mombasa,Mombasa,-4.05,39.666667,cereals and tubers,Maize,KG,actual,Wholesale,KES,35.05,0.3163
2021-10-15,Eastern,Kitui,Kitui town (Kitui),-1.35657,38.00825,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,2975,26.8502
2021-10-15,Eastern,Kitui,Kitui town (Kitui),-1.35657,38.00825,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,793,7.157
2021-10-15,Eastern,Kitui,Kitui town (Kitui),-1.35657,38.00825,cereals and tubers,Sorghum (red),90 KG,actual,Wholesale,KES,4725,42.6444
2021-10-15,Eastern,Kitui,Kitui town (Kitui),-1.35657,38.00825,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,8249,74.4495
2021-10-15,Eastern,Kitui,Kitui town (Kitui),-1.35657,38.00825,pulses and nuts,Beans (mung),90 KG,actual,Wholesale,KES,10998,99.2599
2021-10-15,Eastern,Kitui,Kitui town (Kitui),-1.35657,38.00825,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,2079,18.7635
2021-10-15,Eastern,Kitui,Kitui town (Kitui),-1.35657,38.00825,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,780,7.0397
2021-10-15,Eastern,Kitui,Kitui town (Kitui),-1.35657,38.00825,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2250,20.3069
2021-10-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,cereals and tubers,Millet (finger),90 KG,actual,Wholesale,KES,7200,64.9819
2021-10-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,1167,10.5325
2021-10-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1167,10.5325
2021-10-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,cereals and tubers,Sorghum (red),90 KG,actual,Wholesale,KES,4500,40.6137
2021-10-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,9000,81.2274
2021-10-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6863,61.9404
2021-10-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,8663,78.1859
2021-10-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,2284,20.6137
2021-10-15,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2852,25.7401
2021-10-15,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,2520,22.7437
2021-10-15,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2167,19.5578
2021-10-15,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,pulses and nuts,Beans (mung),90 KG,actual,Wholesale,KES,9000,81.2274
2021-10-15,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,8100,73.1047
2021-10-15,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,3675,33.1679
2021-10-15,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2773,25.0271
2021-10-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1125,10.1534
2021-10-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,6225,56.1823
2021-10-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,7200,64.9819
2021-10-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,6525,58.8899
2021-10-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1250,11.2816
2021-10-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,Millet (finger),90 KG,actual,Wholesale,KES,9000,81.2274
2021-10-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1333,12.0307
2021-10-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,7703,69.5217
2021-10-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,Sorghum (red),90 KG,actual,Wholesale,KES,7200,64.9819
2021-10-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (kidney),90 KG,actual,Wholesale,KES,9000,81.2274
2021-10-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (mung),90 KG,actual,Wholesale,KES,10800,97.4729
2021-10-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,8715,78.6552
2021-10-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,9338,84.278
2021-10-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,886,7.9964
2021-10-15,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3806,34.3502
2021-10-15,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3353,30.2617
2021-10-15,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,cereals and tubers,Millet (finger),90 KG,actual,Wholesale,KES,8100,73.1047
2021-10-15,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1150,10.3791
2021-10-15,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,6500,58.6643
2021-10-15,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,8298,74.8917
2021-10-15,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,pulses and nuts,Beans (mung),90 KG,actual,Wholesale,KES,11250,101.5343
2021-10-15,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,7200,64.9819
2021-10-15,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,8550,77.1661
2021-10-15,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,4000,36.1011
2021-10-15,Nairobi,Nairobi,Nairobi,-1.283333,36.816667,pulses and nuts,Beans,KG,actual,Wholesale,KES,64.79,0.5847
2021-10-15,Nairobi,Nairobi,Wakulima (Nairobi),-1.28745,36.83173,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,1850,16.6968
2021-10-15,Nairobi,Nairobi,Wakulima (Nairobi),-1.28745,36.83173,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2506,22.6173
2021-10-15,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,5040,45.4874
2021-10-15,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,Sorghum (red),90 KG,actual,Wholesale,KES,6750,60.9206
2021-10-15,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,6941,62.6444
2021-10-15,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,7200,64.9819
2021-10-15,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,8269,74.63
2021-10-15,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,5355,48.3303
2021-10-15,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,11550,104.2419
2021-10-15,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1681,15.1715
2021-10-15,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3146,28.3935
2021-10-15,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3960,35.7401
2021-10-15,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,7200,64.9819
2021-10-15,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,9000,81.2274
2021-10-15,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,2700,24.3682
2021-10-15,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,cereals and tubers,Millet (finger),90 KG,actual,Wholesale,KES,7200,64.9819
2021-10-15,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Beans (kidney),90 KG,actual,Wholesale,KES,8100,73.1047
2021-10-15,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,10800,97.4729
2021-10-15,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,6217,56.1101
2021-10-15,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,Sorghum (red),90 KG,actual,Wholesale,KES,4500,40.6137
